project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,min3_voc,min3_start,min3_freq_range,min3_tag_duration,min4_voc,min4_start,min4_freq_range,min4_tag_duration,min5_voc,min5_start,min5_freq_range,min5_tag_duration,min6_voc,min6_start,min6_freq_range,min6_tag_duration,min7_voc,min7_start,min7_freq_range,min7_tag_duration,min8_voc,min8_start,min8_freq_range,min8_tag_duration,min9_voc,min9_start,min9_freq_range,min9_tag_duration,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-82,2021-06-24,6:20:22,Active,59.1313,-108.61843,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Call,10.8,2.43kHz to 6.21kHz,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,50km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,50km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-82_20210624_062022.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-82,2021-06-24,6:20:22,Active,59.1313,-108.61843,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,To Be Checked,1,,,,,,,,,Song,28,1.40kHz to 3.97kHz,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,50km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,50km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-82_20210624_062022.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-23,3:00:39,Active,59.13156,-108.61391,,NONE,,,,3m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,8.9,14.2,11.6,,,0,,URANIUM CITY (AUT),318.20m,49km,11.8,5.8,66,0,,13,,96.02,,,NA,,,,,12-VXL35-83_20210623_030039.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:00:00,Active,59.13156,-108.61391,,MOWI, ,Moderate wind,ABIOTIC,5m 1SPR,None,,,,,1,Chris Chutter,Confident,1,Non-vocal,1.4,0.51kHz to 3.74kHz,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_030000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:00:00,Active,59.13156,-108.61391,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,5m 1SPR,None,,,,,1,Chris Chutter,To Be Checked,1,Song,2.5,3.41kHz to 5.56kHz,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,Could be CHSP,12-VXL35-83_20210624_030000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:00:00,Active,59.13156,-108.61391,,HEWI, ,Heavy wind,ABIOTIC,5m 1SPR,None,,,,,1,Chris Chutter,Confident,1,Non-vocal,25.9,0.19kHz to 10.65kHz,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_030000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:50:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Song,0.1,4.06kHz to 6.96kHz,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_035000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:50:00,Active,59.13156,-108.61391,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Non-vocal,1.1,0.14kHz to 4.67kHz,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_035000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:50:00,Active,59.13156,-108.61391,,UNGU, ,Unidentified Gull,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Unknown far,1,Call,3.7,0.65kHz to 2.80kHz,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,RBGU?,12-VXL35-83_20210624_035000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:50:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Moderate,None,None,None,2,Chris Chutter,Confident,1,,,,,Song,51.1,3.60kHz to 6.26kHz,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_035000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,3:50:00,Active,59.13156,-108.61391,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,2,,,,,,,,,Call,21.5,2.61kHz to 5.70kHz,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-83_20210624_035000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.1,0.14kHz to 2.80kHz,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Song,1.2,2.94kHz to 6.12kHz,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,UNGU, ,Unidentified Gull,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Unknown far,1,Call,7.8,0.37kHz to 2.24kHz,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,RBGU?,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Confident,1,Song,8.8,2.29kHz to 6.72kHz,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,UNWA,,Unidentified Warbler,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,Unknown far,1,Song,11.4,3.55kHz to 6.82kHz,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,YRWA?,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,4:40:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Moderate,None,None,None,1,Chris Chutter,To Be Checked,1,,,,,,,,,Song,58.5,3.88kHz to 5.65kHz,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,,12-VXL35-83_20210624_044000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,2,Song,0.3,2.94kHz to 5.56kHz,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,MOBA, ,Moderate Background Noise,ABIOTIC,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.4,0.09kHz to 2.61kHz,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,To Be Checked,1,Song,5.1,3.04kHz to 5.60kHz,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,Could be DEJU,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,WWCR,Loxia leucoptera,White-winged Crossbill,AVES,3m 1SPR,None,Light,Moderate,None,None,2,Chris Chutter,Confident,5,Call,25.6,1.87kHz to 5.93kHz,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,2,Call,43.2,1.77kHz to 6.44kHz,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,1,,,,,Non-vocal,9.8,0.05kHz to 1.21kHz,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,5:30:00,Active,59.13156,-108.61391,,UNGU, ,Unidentified Gull,AVES,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,To Be Checked,1,,,,,Call,29.9,0.65kHz to 3.41kHz,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,RBGU?,12-VXL35-83_20210624_053000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,6:20:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Light,None,None,None,1,Chris Chutter,Confident,1,Song,0.8,3.97kHz to 6.77kHz,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-83_20210624_062000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,6:20:00,Active,59.13156,-108.61391,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Light,None,None,None,2,Chris Chutter,Confident,1,Song,4.6,3.78kHz to 6.58kHz,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-83_20210624_062000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,6:20:00,Active,59.13156,-108.61391,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,None,Light,None,None,None,1,Chris Chutter,Confident,1,Non-vocal,9.6,0.14kHz to 3.74kHz,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-83_20210624_062000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,6:20:00,Active,59.13156,-108.61391,,UNGU, ,Unidentified Gull,AVES,3m 1SPR,None,Light,None,None,None,1,Chris Chutter,Unknown far,1,,,,,,,,,Call,21,0.51kHz to 3.32kHz,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-83_20210624_062000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-83,2021-06-24,6:20:00,Active,59.13156,-108.61391,,UNAM,,Unidentified passerine in the American Robin Song Complex,AVES,3m 1SPR,None,Light,None,None,None,1,Chris Chutter,To Be Checked,1,,,,,,,,,Song,55.7,1.59kHz to 3.88kHz,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,AMRO/PHVI,12-VXL35-83_20210624_062000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,3:46:00,Active,59.13381,-108.61926,,NONE,,,,5m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.1,1.9,69,0,,9,,97,,,NA,,,,,12-VXL35-84_20210624_034600.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,4:36:00,Active,59.13381,-108.61926,,NONE,,,,3m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.9,2.4,73,0,,8,,97.03,,,NA,,,,,12-VXL35-84_20210624_043600.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,5:26:00,Active,59.13381,-108.61926,,NONE,,,,3m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,6.5,2.4,75,0,,8,,97.06,,,NA,,,,,12-VXL35-84_20210624_052600.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,6:16:00,Active,59.13381,-108.61926,,NONE,,,,3m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,7.6,2.3,69,0,,8,,97.09,,,NA,,,,,12-VXL35-84_20210624_061600.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:06:00,Active,59.13381,-108.61926,,NONE,,,,3m 1SPR,,,,,,-1,Chris Chutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,,12-VXL35-84_20210624_070600.wav,
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:56:00,Active,59.13381,-108.61926,,MOBA, ,Moderate Background Noise,ABIOTIC,3m 1SPR,None,Moderate,Moderate,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.4,0.89kHz to 9.29kHz,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,Waves,12-VXL35-84_20210624_075600.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:56:00,Active,59.13381,-108.61926,,MOWI, ,Moderate wind,ABIOTIC,3m 1SPR,None,Moderate,Moderate,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.4,0.37kHz to 5.18kHz,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,,12-VXL35-84_20210624_075600.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:56:00,Active,59.13381,-108.61926,,UNGU, ,Unidentified Gull,AVES,3m 1SPR,None,Moderate,Moderate,None,None,1,Chris Chutter,Unknown far,2,Call,2.1,0.42kHz to 3.04kHz,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,,12-VXL35-84_20210624_075600.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:56:00,Active,59.13381,-108.61926,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Moderate,Moderate,None,None,1,Chris Chutter,Confident,1,Song,3.7,4.11kHz to 7.00kHz,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,,12-VXL35-84_20210624_075600.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-84,2021-06-24,7:56:00,Active,59.13381,-108.61926,,CAJA,Perisoreus canadensis,Canada Jay,AVES,3m 1SPR,None,Moderate,Moderate,None,None,1,Chris Chutter,Confident,1,,,,,Call,33,1.59kHz to 6.21kHz,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,5.9,23.4,14.7,,,0.4,,URANIUM CITY (AUT),318.20m,49km,9.8,2,59,0,,9,,97.11,,,NA,,,,,12-VXL35-84_20210624_075600.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-86,2021-06-23,3:00:00,Active,59.13409,-108.61434,,MOBA, ,Moderate Background Noise,ABIOTIC,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,1,Non-vocal,0.1,0.23kHz to 4.44kHz,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,8.9,14.2,11.6,,,0,,URANIUM CITY (AUT),318.20m,49km,11.8,5.8,66,0,,13,,96.02,,,NA,,,,Waves,12-VXL35-86_20210623_030000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-86,2021-06-23,3:00:00,Active,59.13409,-108.61434,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,1,Non-vocal,1.7,0.33kHz to 3.69kHz,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,8.9,14.2,11.6,,,0,,URANIUM CITY (AUT),318.20m,49km,11.8,5.8,66,0,,13,,96.02,,,NA,,,,,12-VXL35-86_20210623_030000.wav,t
Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,ECCC,12-VXL35-86,2021-06-23,3:00:00,Active,59.13409,-108.61434,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Light,Moderate,None,None,1,Chris Chutter,Confident,1,Song,3.2,3.78kHz to 6.77kHz,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URANIUM CITY (AUT),318.20m,49km,8.9,14.2,11.6,,,0,,URANIUM CITY (AUT),318.20m,49km,11.8,5.8,66,0,,13,,96.02,,,NA,,,,,12-VXL35-86_20210623_030000.wav,t
